WEEK_ENDING,MMWR_WEEK,MMWR_YEAR,,,"INSERT INTO MMWR (week_ending, mmwr_week, mmwr_year) VALUES ('WEEK_ENDING', MMWR_WEEK, MMWR_YEAR);"
1/4/2014,1,2014,,,"INSERT INTO MMWR (week_ending, mmwr_week, mmwr_year) VALUES ('1/4/2014', 1, 2014);"
1/11/2014,2,2014,,,"INSERT INTO MMWR (week_ending, mmwr_week, mmwr_year) VALUES ('1/11/2014', 2, 2014);"
1/18/2014,3,2014,,,"INSERT INTO MMWR (week_ending, mmwr_week, mmwr_year) VALUES ('1/18/2014', 3, 2014);"
1/25/2014,4,2014,,,"INSERT INTO MMWR (week_ending, mmwr_week, mmwr_year) VALUES ('1/25/2014', 4, 2014);"
2/1/2014,5,2014,,,"INSERT INTO MMWR (week_ending, mmwr_week, mmwr_year) VALUES ('2/1/2014', 5, 2014);"
2/8/2014,6,2014,,,"INSERT INTO MMWR (week_ending, mmwr_week, mmwr_year) VALUES ('2/8/2014', 6, 2014);"
2/15/2014,7,2014,,,"INSERT INTO MMWR (week_ending, mmwr_week, mmwr_year) VALUES ('2/15/2014', 7, 2014);"
2/22/2014,8,2014,,,"INSERT INTO MMWR (week_ending, mmwr_week, mmwr_year) VALUES ('2/22/2014', 8, 2014);"
3/1/2014,9,2014,,,"INSERT INTO MMWR (week_ending, mmwr_week, mmwr_year) VALUES ('3/1/2014', 9, 2014);"
3/8/2014,10,2014,,,"INSERT INTO MMWR (week_ending, mmwr_week, mmwr_year) VALUES ('3/8/2014', 10, 2014);"
3/15/2014,11,2014,,,"INSERT INTO MMWR (week_ending, mmwr_week, mmwr_year) VALUES ('3/15/2014', 11, 2014);"
3/22/2014,12,2014,,,"INSERT INTO MMWR (week_ending, mmwr_week, mmwr_year) VALUES ('3/22/2014', 12, 2014);"
3/29/2014,13,2014,,,"INSERT INTO MMWR (week_ending, mmwr_week, mmwr_year) VALUES ('3/29/2014', 13, 2014);"
4/5/2014,14,2014,,,"INSERT INTO MMWR (week_ending, mmwr_week, mmwr_year) VALUES ('4/5/2014', 14, 2014);"
4/12/2014,15,2014,,,"INSERT INTO MMWR (week_ending, mmwr_week, mmwr_year) VALUES ('4/12/2014', 15, 2014);"
4/19/2014,16,2014,,,"INSERT INTO MMWR (week_ending, mmwr_week, mmwr_year) VALUES ('4/19/2014', 16, 2014);"
4/26/2014,17,2014,,,"INSERT INTO MMWR (week_ending, mmwr_week, mmwr_year) VALUES ('4/26/2014', 17, 2014);"
5/3/2014,18,2014,,,"INSERT INTO MMWR (week_ending, mmwr_week, mmwr_year) VALUES ('5/3/2014', 18, 2014);"
5/10/2014,19,2014,,,"INSERT INTO MMWR (week_ending, mmwr_week, mmwr_year) VALUES ('5/10/2014', 19, 2014);"
5/17/2014,20,2014,,,"INSERT INTO MMWR (week_ending, mmwr_week, mmwr_year) VALUES ('5/17/2014', 20, 2014);"
5/24/2014,21,2014,,,"INSERT INTO MMWR (week_ending, mmwr_week, mmwr_year) VALUES ('5/24/2014', 21, 2014);"
